paper_id	title	note_path	current_master_doi_or_url	current_master_remarks_lead
ASD-0683	PeroMAS: A Multi-agent System of Perovskite Material Discovery	Notes/04_Materials_Science/Wang_2026_PeroMAS.md	https://arxiv.org/abs/2602.13312	Source trail: Shanghai AI Lab perovskite/materials sibling expansion 2026-06-18; PeroMAS covers literature retrieval, data extraction, property prediction, mechanism analysis, and real synthesis verification inside a multi-agent perovskite material-discovery workflow. NoteLanded2026-06-19: formal note keeps `04.04`; real synthesis validation reinforces the concrete materials-object reading.
ASD-0649	CMIP-Forge: An Agentic System that Retrieves, Computes, and Self-Reviews Climate Science	Notes/05_Earth_and_Environmental_Sciences/Pantiukhin_2026_CMIP_Forge.md	https://arxiv.org/abs/2606.17076	Source trail: Nature-family climate-science branch pressure-test expansion 2026-06-17; arXiv abstract presents a climate-science agentic pipeline that retrieves literature, executes Python workflows over live CMIP/ESGF data, and uses independent reviewer models for end-to-end methodological auditing. NoteLanded2026-06-19: formal ASD note added; keep `05.02` because the stable object is CMIP / ESGF climate-science analysis rather than a domain-general research-agent substrate.
ASD-0650	OpenEarth-Agent: From Tool Calling to Tool Creation for Open-Environment Earth Observation	Notes/05_Earth_and_Environmental_Sciences/Zhao_2026_OpenEarth_Agent.md	https://arxiv.org/abs/2603.22148	Source trail: Shanghai AI Lab / Nature-family cross-validated earth-observation pressure-test expansion 2026-06-17; OpenEarth-Agent uses adaptive workflow planning and on-the-fly tool creation to execute full-pipeline Earth observation tasks across multiple open-environment application domains, making it a strong `05` core case rather than a pure infrastructure benchmark. NoteLanded2026-06-19: formal ASD note added. Batch24Partial1Reaudit2026-06-23: arXiv abstract plus PDF text spot-check rechecked; note synced and landed `scientific_object_modules=05;08;11`, `object_coverage_mode=multi_module`, `primary_module_for_filing=05`, `general_method_bucket=none`; Earth-observation tasks remain primary, while agriculture/environment application cases and human/social-system analysis tasks add independent `08` and `11` coverage.
ASD-0034	Perturboagent: A self-planning agent for boosting sequential perturb-seq experiments	Notes/06_Life_Sciences/Hao_2025_PerTurboAgent.md	https://proceedings.mlr.press/v311/hao25b.html	Source trail: Shanghai AI Lab seed survey[ref 88]; metadata upgraded 2026-06-17: final proceedings version titled `PerTurboAgent: An LLM-based Agent for Designing Iterative Perturb-Seq Experiments`; original preprint DOI https://doi.org/10.1101/2025.05.25.656020. Batch01Reaudit2026-06-21: raw PMLR PDF successfully archived and first pages checked; keep `scientific_object_modules=06`, `object_coverage_mode=single_module`, `primary_module_for_filing=06`, `general_method_bucket=none`; current first-hand evidence supports functional-genomics / perturbation-biology `06` and does not justify adding `07`.
ASD-0678	Latent-Y: A Lab-Validated Autonomous Agent for De Novo Drug Design	Notes/07_Medical_and_Health_Sciences/Schmon_2026_Latent_Y.md	https://arxiv.org/abs/2603.29727	Source trail: Shanghai AI Lab therapeutic-design sibling expansion 2026-06-18; Latent-Y executes an end-to-end biologics design campaign from literature review and target analysis to candidate design, computational validation, and lab-confirmed binders. NoteLanded2026-06-19: formal note keeps `07.04`; therapeutic biologics design and wet-lab validation outweigh biomolecule / q-bio venue framing.
ASD-0716	Bio AI Agent: A Multi-Agent Artificial Intelligence System for Autonomous CAR-T Cell Therapy Development with Integrated Target Discovery, Toxicity Prediction, and Rational Molecular Design	Notes/07_Medical_and_Health_Sciences/Ni_2025_Bio_AI_Agent_CAR_T.md	https://arxiv.org/abs/2511.08649	Source trail: biomedical / therapeutic-development sibling expansion 2026-06-18; Bio AI Agent coordinates specialized agents for target discovery, toxicity prediction, CAR design, patent intelligence, and clinical translation in an autonomous CAR-T therapy development workflow. NoteLanded2026-06-19: formal note keeps `07.04`; the stable object is therapeutic development and translation rather than `06.03` life-science mechanism discovery or `01.04` general scientific-agent infrastructure. Batch25Partial1Reaudit2026-06-23: closed; current first-hand evidence keeps this in module 07 for autonomous CAR-T therapeutic-development workflow coverage.
ASD-0510	A conversational multi-agent AI system for automated plant phenotyping	Notes/08_Agricultural_Food_Forestry_Animal_and_Fishery_Sciences/Chen_2026_PhenoAssistant.md	https://doi.org/10.1038/s41467-026-71090-y	Source trail: High-impact follow-up queue 2026-06-16; agriculture/plant-phenotyping multi-agent paper. NoteLanded2026-06-18: formal ASD note added. RelaxedMultiModule2026-06-20: record `scientific_object_modules=06;08`, `primary_module_for_filing=08`, `general_method_bucket=none`; Arabidopsis, potato, and winter wheat phenotyping support both plant biology and agriculture modules. Batch15Partial1Reaudit2026-06-22: note rewritten from first-hand Nature Communications article-page evidence to align with the existing relaxed multi-module overlay; no local PDF archived this round.
ASD-0645	The Autonomous Sciencecraft Experiment Onboard the EO-1 Spacecraft	Notes/10_Aerospace_Marine_and_Transportation_Sciences/Tran_2004_Autonomous_Sciencecraft_EO1.md	https://cdn.aaai.org/AAAI/2004/AAAI04-168.pdf	Source trail: Shanghai AI Lab survey / Nature-Space cross-validated pressure-test expansion 2026-06-17; EO-1 ASE integrates onboard science analysis, mission planning, robust execution, dynamic event tracking, and replanning for Earth-observation science operations, making it a foundational mission-science Agent anchor rather than generic spacecraft control. NoteLanded2026-06-19: formal ASD note added from AAAI / JPL primary-source evidence; keep `10.02` because the stable object is spacecraft mission-science autonomy rather than Earth-process science itself. Batch19Partial1Reaudit2026-06-22: AAAI 2004 full paper rechecked; note refreshed and `10.02` kept because the stable object is EO-1 mission-science autonomy rather than Earth-process science.
ASD-0524	AgenticSciML: collaborative multi-agent systems for emergent discovery in scientific machine learning	Notes/01_Formal_Information_and_Computational_Sciences/Jiang_2026_AgenticSciML.md	https://doi.org/10.1038/s44387-026-00102-5	Source trail: Nature-family / npj AI frontier pass 2026-06-17; general scientific-ML discovery system without a single concrete science object. NoteLanded2026-06-18: formal ASD note added. Batch16Partial2Reaudit2026-06-23: npj Artificial Intelligence DOI abstract rechecked; current first-hand evidence supports `scientific_object_modules=01`, `object_coverage_mode=single_module`, `primary_module_for_filing=01`, `general_method_bucket=none`; independent `01.04` only treatment is no longer supported.
ASD-0736	AI-Researcher: Autonomous Scientific Innovation	Notes/01_Formal_Information_and_Computational_Sciences/Wang_2025_AI_Researcher.md	https://openreview.net/forum?id=4TdmQaGzxk	Source trail: Shanghai AI Lab general research-agent sibling expansion 2026-06-19; AI-Researcher is an autonomous research system that retrieves literature, proposes ideas, implements experiments, and iterates through reviewer-style evaluation, making it a strong general scientific-agent system distinct from the currently listed AI-Scientist family records. NoteLanded2026-06-18: formal ASD note added. RelaxedMultiModule2026-06-20: corrected under object-coverage rule to `scientific_object_modules=01`, `primary_module_for_filing=01`, `general_method_bucket=none`; Scientist-Bench / AI research-domain experiments make this a concrete formal-computational research-object record rather than independent `01.04`. Batch25Partial1Reaudit2026-06-23: closed; stale independent 01.04 wording retired in note closeout, and current first-hand evidence keeps the record in module 01.
