paper_id	title	note_path	primary_module_for_filing	classification_anchor	object_coverage_mode	general_method_bucket	note_status	source_limited	pdf_exists	citation_priority	queue_reasons	priority_score
ASD-0819	SEISMO: Increasing Sample Efficiency in Molecular Optimization with a Trajectory-Aware LLM Agent	Notes/03_Chemical_Sciences/Kruger_2026_SEISMO.md	03	03;07	multi_module	none	updated	no	yes	standard	multi_module_note_wording_check	40
ASD-0821	Agentic reinforcement learning empowers next-generation chemical language models for molecular design and synthesis	Notes/03_Chemical_Sciences/Li_2026_ChemCraft.md	03	03;07	multi_module	none	updated	no	yes	standard	multi_module_note_wording_check	40
ASD-0116	Electromagnetic metamaterial agent	Notes/04_Materials_Science/Hu_2025_Electromagnetic_Metamaterial_Agent.md	04	04;09	multi_module	none	updated	no	yes	standard	multi_module_note_wording_check	40
ASD-0385	AlphaFlow: autonomous discovery and optimization of multi-step chemistry using a self-driven fluidic lab guided by reinforcement learning	Notes/04_Materials_Science/Volk_2023_AlphaFlow_Nanoparticle_Growth.md	04	03;04	multi_module	none	updated	no	yes	standard	multi_module_note_wording_check	40
ASD-0466	Discovery of Wall-Selective Carbon Nanotube Growth Conditions <i>via</i> Automated Experimentation	Notes/04_Materials_Science/Nikolaev_2014_CNT_Wall_Selectivity.md	04	04	single_module	none	updated_source_limited	yes	yes	standard	source_limited_note_refresh;source_limited_wording_confirmation	40
ASD-0520	Bayesian learning-assisted catalyst discovery for efficient iridium utilization in electrochemical water splitting	Notes/04_Materials_Science/Niu_2025_Bayesian_Catalyst_Discovery_Iridium.md	04	03;04	multi_module	none	updated	no	yes	standard	multi_module_note_wording_check	40
ASD-0522	Evaluating large language model agents for automation of atomic force microscopy	Notes/04_Materials_Science/Mandal_2024_AILA_Autonomous_Microscopy.md	04	04;09	multi_module	none	updated	no	yes	standard	multi_module_note_wording_check	40
ASD-0539	Accelerating materials discovery via AI-Agent integration of large language models and simulation tools	Notes/04_Materials_Science/Wang_2026_AI_Agent_Materials_Discovery.md	04	03;04	multi_module	none	updated	no	yes	standard	multi_module_note_wording_check	40
ASD-0547	Closed-loop experimental AI for pixelated metasurface design	Notes/04_Materials_Science/Lee_2026_Closed_Loop_Pixelated_Metasurface_Design.md	04	04	single_module	none	updated_source_limited	yes	no	standard	source_limited_note_refresh;source_limited_wording_confirmation	40
ASD-0569	Autonomous Nanocrystal Doping by Self-Driving Fluidic Micro-Processors	Notes/04_Materials_Science/Bateni_2022_Autonomous_Nanocrystal_Doping.md	04	04	single_module	none	updated_source_limited	yes	no	standard	source_limited_note_refresh;source_limited_wording_confirmation	40
