paper_id	title	note_path	primary_module_for_filing	classification_anchor	object_coverage_mode	general_method_bucket	note_status	source_limited	pdf_exists	citation_priority	queue_reasons	priority_score
ASD-0093	Augmenting large language models with chemistry tools	Notes/03_Chemical_Sciences/Bran_2024_ChemCrow.md	03	03;04;07	multi_module	none	updated	no	yes	core	multi_module_note_wording_check	45
ASD-0158	A robotic platform for flow synthesis of organic compounds informed by AI planning	Notes/03_Chemical_Sciences/Coley_2019_Flow_Synthesis_AI_Planning.md	03	03	single_module	none	updated_source_limited	yes	no	core	source_limited_note_refresh;source_limited_wording_confirmation	45
ASD-0519	A high-throughput experimentation platform for data-driven discovery in electrochemistry	Notes/03_Chemical_Sciences/Lin_2025_High_Throughput_Electrochemistry_Discovery.md	03	03;04	multi_module	none	updated	no	yes	core	multi_module_note_wording_check	45
ASD-0664	Autonomous computational catalysis through an agentic research system	Notes/03_Chemical_Sciences/Unknown_2026_Autonomous_Computational_Catalysis.md	03	03;04	multi_module	none	updated	no	yes	core	multi_module_note_wording_check	45
ASD-0787	SciToolAgent: a knowledge-graph-driven scientific agent for multitool integration	Notes/01_Formal_Information_and_Computational_Sciences/Ding_2025_SciToolAgent.md	03	03;04;06	multi_module	none	updated	no	yes	core	multi_module_note_wording_check	45
ASD-0060	Piflow: Principle-aware scientific discovery with multi-agent collaboration	Notes/01_Formal_Information_and_Computational_Sciences/Pu_2026_PiFlow.md	04	03;04;07	multi_module	none	updated	no	yes	core	multi_module_note_wording_check	45
ASD-0096	dziner: Rational inverse design of materials with ai agents	Notes/04_Materials_Science/Ansari_2024_dZiner.md	04	03;04;07	multi_module	none	updated	no	yes	core	multi_module_note_wording_check	45
ASD-0151	Self-driving lab discovers principles for steering spontaneous emission beyond conventional Fourier optics	Notes/04_Materials_Science/Desai_2026_Spontaneous_Emission_SDL.md	04	02;04	multi_module	none	updated	no	yes	core	multi_module_note_wording_check	45
ASD-0516	A self-driving physical vapor deposition system making sample-specific decisions on the fly	Notes/04_Materials_Science/Zheng_2025_Self_Driving_PVD_System.md	04	04;09	multi_module	none	updated	no	yes	core	multi_module_note_wording_check	45
ASD-0525	TeLLAgent: a dual-agent framework for reliable scientific discovery with tool-enhanced LLMs	Notes/01_Formal_Information_and_Computational_Sciences/Sun_2026_TeLLAgent.md	04	03;04	multi_module	none	updated	no	yes	core	multi_module_note_wording_check	45
