paper_id	title	note_path	current_master_doi_or_url	current_master_remarks_lead
ASD-0860	Autonomous detection of cryospheric change with hyperion on-board Earth Observing-1	Notes/05_Earth_and_Environmental_Sciences/Doggett_2006_EO1_Cryospheric_Change.md	https://doi.org/10.1016/j.rse.2005.11.014	Source trail: EO-1 ASE application-paper cluster from Nature/Science mission-science lineage 2026-06-18; the paper centers onboard detection and follow-up of cryospheric change using Hyperion on EO-1, so the primary object is Earth-system / cryosphere science rather than spacecraft engineering. NoteLanded2026-06-20: formal ASD note added; batch13 review keeps `05 / 05.04` because the scientific object remains cryospheric Earth-system change rather than mission-autonomy infrastructure. Batch29Partial1Reaudit2026-06-24: closed; first-hand ScienceDirect article page only; no legal PDF directly accessible supports scientific_object_modules=05; primary_module_for_filing=05; general_method_bucket=none; source_limited=yes.
ASD-0861	Flood detection and monitoring with the Autonomous Sciencecraft Experiment onboard EO-1	Notes/05_Earth_and_Environmental_Sciences/Ip_2006_EO1_Flood_Detection.md	https://doi.org/10.1016/j.rse.2005.12.018	Source trail: EO-1 ASE application-paper cluster from Nature/Science mission-science lineage 2026-06-18; this ASE application performs onboard flood detection, monitoring, and responsive observation for Earth-system science, so it is best classified in `05` despite being mission-borne. NoteLanded2026-06-20: formal ASD note added; batch14 review keeps `05 / 05.04` because the final scientific object remains flood monitoring and Earth-observation science rather than spacecraft autonomy as an end in itself. Batch29Partial1Reaudit2026-06-24: closed; first-hand ScienceDirect article page only; no legal PDF directly accessible supports scientific_object_modules=05; primary_module_for_filing=05; general_method_bucket=none; source_limited=yes.
ASD-0617	An industrial automated laboratory for programmable protein evolution	Notes/06_Life_Sciences/Shen_2025_Industrial_Automated_Protein_Evolution.md	https://doi.org/10.1038/s44286-025-00303-w	Source trail: Nature-family protein-evolution branch 2026-06-17; forward/citation expansion from `Self-driving laboratories to autonomously navigate the protein fitness landscape`; industrial automated laboratory for programmable protein evolution under a concrete protein-engineering object. NoteLanded2026-06-19: keep `06.03`; the stable object is programmable protein evolution, while the main remaining risk is evidence completeness rather than top-level classification. Batch23Partial1Reaudit2026-06-23: source-limited publisher page/abstract evidence rechecked; note synced and landed `scientific_object_modules=06`, `object_coverage_mode=single_module`, `primary_module_for_filing=06`, `general_method_bucket=none`; keep the programmable protein-evolution reading.
ASD-0724	Autonomous seeking and mapping coral reef biodiversity hotspots with a multimodal AUV	Notes/06_Life_Sciences/Phillips_2026_Coral_Reef_Biodiversity_Hotspots_AUV.md	https://doi.org/10.1126/scirobotics.adx9939	Source trail: Science-family marine-observation sibling expansion 2026-06-19; the system autonomously searches for, localizes, and maps coral-reef biodiversity hotspots through multimodal environmental interaction and adaptive decision-making, so the scientific object is marine biodiversity rather than generic underwater robotics. Round4Audit2026-06-18: secondary class tightened from invalid 06.04 to 06.02 because the object is marine biodiversity rather than a missing biotechnology subtype. Formal note added 2026-06-19; retained in 06.02 rather than 05 because the final object is biodiversity hotspots, not ocean-process science. Batch30Partial3Reaudit2026-06-24: official DOI metadata abstract plus author metadata support a landed `06` closeout with `source_limited=yes`; corrected legacy author lead from `Brennan C. Phillips et al.` to `Seth McCammon et al.` and keep the biodiversity-object reading rather than `05` or `01.04`.
ASD-0536	TCM-Agent: Advancing Network Pharmacology and Herbal Medicine Discovery with LLM-Based Multi-Agent Systems	Notes/07_Medical_and_Health_Sciences/Wang_2026_TCM_Agent_Herbal_Discovery.md	https://doi.org/10.1016/j.jpha.2026.101581	Source trail: Crossref thematic expansion 2026-06-17; title explicitly indicates multi-agent discovery workflow for pharmacology and herbal medicine. NoteLanded2026-06-19: official abstract keeps stable `07.04`, while the main residual risk is core-strength rather than class assignment. Batch16Partial4Reaudit2026-06-23: official JPA publisher abstract and ScienceDirect landing snippet rechecked; keep `scientific_object_modules=07`, `object_coverage_mode=single_module`, `primary_module_for_filing=07`, and `general_method_bucket=none`; note / master / progress are now synchronized with explicit `source_limited=yes` because full text / local PDF were not retrieved in this run.
ASD-0544	LLM-Agent Powered Automated Literature Review and Hypothesis Generation for Cancer Biomarker Discovery	Notes/07_Medical_and_Health_Sciences/Younis_2025_Cancer_Biomarker_LitReview_Agent.md	https://doi.org/10.1109/ICOSST69113.2025.11315415	Source trail: Crossref thematic expansion 2026-06-17; title explicitly combines literature review and hypothesis generation for biomarker discovery. NoteLanded2026-06-19: recovered abstract evidence supports stable `07.01` because the concrete object is cancer biomarker discovery rather than a domain-general review tool. Batch16Partial8Reaudit2026-06-23: DOI redirect to IEEE Xplore was rechecked and the official landing returned a WAF challenge, so this round lands the record conservatively at `scientific_object_modules=07` with explicit safety-visible / source-limited wording; the title still provides a concrete cancer biomarker-discovery object, so there is no basis to reopen `01.04` or add `06`.
ASD-0858	Incorporating AEGIS autonomous science into Mars Science Laboratory rover mission operations	Notes/10_Aerospace_Marine_and_Transportation_Sciences/Francis_2018_AEGIS_MSL_Mission_Operations.md	https://doi.org/10.2514/6.2018-2576	Source trail: Science Robotics 2017 AEGIS -> mission-ops sibling expansion 2026-06-18; this paper integrates AEGIS autonomous science into Mars Science Laboratory mission operations under real mission constraints, making it a clean class-10 mission-science Agent record rather than a generic autonomy paper. NoteLanded2026-06-20: formal ASD note added; batch13 review keeps `10 / 10.02` because the core object is rover mission operations and autonomous science execution rather than an Earth-environment monitoring target. Batch29Partial1Reaudit2026-06-24: closed; first-hand NASA NTRS record only; no downloadable PDF supports scientific_object_modules=10; primary_module_for_filing=10; general_method_bucket=none; source_limited=yes.
ASD-0855	Automating Scientific Evaluation: A Multi-Agent Framework for Transparent and Trustworthy Peer Review	Notes/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Unknown_2025_Automating_Scientific_Evaluation.md	https://doi.org/10.1016/j.ifacol.2025.12.440	Source trail: Nature/Science knowledge-production sibling expansion 2026-06-18; the IFAC paper presents a multi-agent framework explicitly for transparent and trustworthy scientific evaluation, so the object is scientific peer review itself and it belongs in `11.07`. NoteLanded2026-06-18: formal ASD note added. Batch29Partial1Reaudit2026-06-24: closed; first-hand ScienceDirect article page only; no legal PDF directly accessible supports scientific_object_modules=11; primary_module_for_filing=11; general_method_bucket=none; source_limited=yes.
ASD-0508	Autonomous, multiproperty-driven molecular discovery: From predictions to measurements and back	Notes/03_Chemical_Sciences/Koscher_2023_Multiproperty_Molecular_Discovery.md	https://doi.org/10.1126/science.adi1407	Source trail: High-impact follow-up queue 2026-06-16; Science molecular-discovery closed loop. Round2NoteLanded2026-06-19: formal note keeps `03.04`; the stable scientific object is multiproperty molecular discovery rather than a materials-device optimization object. Batch15Partial1Reaudit2026-06-22: note refreshed from first-hand source review; keep `scientific_object_modules=03`, `object_coverage_mode=single_module`, `primary_module_for_filing=03`, `general_method_bucket=none`.
ASD-0565	Agentic AI for autonomous discovery of radiation-tolerant CoCrFeMnNi high entropy alloys	Notes/04_Materials_Science/Roy_2026_Radiation_Tolerant_HEA_Discovery.md	https://doi.org/10.1016/j.scriptamat.2026.117286	Source trail: materials-agent thematic expansion 2026-06-17; title explicitly states autonomous discovery of a concrete alloy class. NoteLanded2026-06-19: keep `04.04`. Batch24Partial1Reaudit2026-06-23: ScienceDirect abstract and DOI landing page rechecked; note synced and landed `scientific_object_modules=04`, `object_coverage_mode=single_module`, `primary_module_for_filing=04`, `general_method_bucket=none`; this row no longer stays in the old Crossref-only conservative-hold state.
