paper_id	title	note_path	primary_module_for_filing	classification_anchor	object_coverage_mode	general_method_bucket	note_status	source_limited	pdf_exists	citation_priority	queue_reasons	priority_score
ASD-0739	Autonomous microfluidic experimentation for exploring reaction inference and synthesizing double perovskite nanoplatelets	Notes/04_Materials_Science/Sharma_2026_Double_Perovskite_Nanoplatelets.md	04	03;04	multi_module	none	updated	no	yes	standard	multi_module_note_wording_check	40
ASD-0811	Closed-Loop Molecular Design with Calibrated Deference	Notes/04_Materials_Science/Unknown_2026_CLIO.md	04	03;04	multi_module	none	updated	no	yes	standard	multi_module_note_wording_check	40
ASD-0651	AI Driven Discovery of Bio Ecological Mediation in Cascading Heatwave Risks	Notes/05_Earth_and_Environmental_Sciences/Wang_2025_Heatwave_Discovery_Agent.md	05	05;11	multi_module	none	updated	no	yes	standard	multi_module_note_wording_check	40
ASD-0722	An Autonomous Earth-Observing Sensorweb	Notes/10_Aerospace_Marine_and_Transportation_Sciences/Chien_2005_Autonomous_Earth_Observing_Sensorweb.md	05	05;10	multi_module	none	updated	no	yes	standard	multi_module_note_wording_check	40
ASD-0727	GeoAgentic-RAG: A Multi-Agent framework for autonomous geospatial reasoning and visual insight generation with LLM	Notes/05_Earth_and_Environmental_Sciences/Liang_2026_GeoAgentic_RAG.md	05	05	single_module	none	updated_source_limited	yes	no	standard	source_limited_note_refresh;source_limited_wording_confirmation	40
ASD-0803	ClimateAgents: A Multi-Agent Research Assistant for Social-Climate Dynamics Analysis	Notes/05_Earth_and_Environmental_Sciences/Shan_2026_ClimateAgents.md	05	05;11	multi_module	none	updated	no	yes	standard	multi_module_note_wording_check	40
ASD-0859	Monitoring active volcanism with the Autonomous Sciencecraft Experiment on EO-1	Notes/05_Earth_and_Environmental_Sciences/Davies_2006_EO1_Volcanism_Monitoring.md	05	05	single_module	none	updated_source_limited	yes	no	standard	source_limited_note_refresh;source_limited_wording_confirmation	40
ASD-0860	Autonomous detection of cryospheric change with hyperion on-board Earth Observing-1	Notes/05_Earth_and_Environmental_Sciences/Doggett_2006_EO1_Cryospheric_Change.md	05	05	single_module	none	updated_source_limited	yes	no	standard	source_limited_note_refresh;source_limited_wording_confirmation	40
ASD-0861	Flood detection and monitoring with the Autonomous Sciencecraft Experiment onboard EO-1	Notes/05_Earth_and_Environmental_Sciences/Ip_2006_EO1_Flood_Detection.md	05	05	single_module	none	updated_source_limited	yes	no	standard	source_limited_note_refresh;source_limited_wording_confirmation	40
ASD-0141	TransAgent: Dynamizing transcriptional regulation analysis via multi-omics-aware AI agent	Notes/06_Life_Sciences/Zhang_2025_TransAgent_Transcriptional_Regulation.md	06	06;07	multi_module	none	updated	no	yes	standard	multi_module_note_wording_check	40
