paper_id	title	note_path	primary_module_for_filing	classification_anchor	object_coverage_mode	general_method_bucket	note_status	source_limited	pdf_exists	citation_priority	queue_reasons	priority_score
ASD-0152	An agentic AI framework for ingestion and standardization of single-cell RNA-seq data analysis	Notes/06_Life_Sciences/Nouri_2026_CellAtria_scRNAseq.md	06	06;07	multi_module	none	updated	no	yes	standard	multi_module_note_wording_check	40
ASD-0276	Automating exploratory multiomics research via language models	Notes/06_Life_Sciences/Qu_2025_PROTEUS_Multiomics.md	06	06;07	multi_module	none	updated	no	yes	standard	multi_module_note_wording_check	40
ASD-0599	An AI-Native Biofoundry for Autonomous Enzyme Engineering: Integrating Active Learning with Automated Experimentation	Notes/06_Life_Sciences/Zhang_2026_AINative_Biofoundry_Enzyme_Engineering.md	06	06	single_module	none	updated_source_limited	yes	yes	standard	source_limited_note_refresh;source_limited_wording_confirmation	40
ASD-0617	An industrial automated laboratory for programmable protein evolution	Notes/06_Life_Sciences/Shen_2025_Industrial_Automated_Protein_Evolution.md	06	06	single_module	none	updated_source_limited	yes	no	standard	source_limited_note_refresh;source_limited_wording_confirmation	40
ASD-0660	S1-NexusAgent: a Self-Evolving Agent Framework for Multidisciplinary Scientific Research	Notes/01_Formal_Information_and_Computational_Sciences/NexusAgentTeam_2026_S1_NexusAgent.md	06	03;04;06;07	multi_module	none	updated	no	yes	standard	multi_module_note_wording_check	40
ASD-0724	Autonomous seeking and mapping coral reef biodiversity hotspots with a multimodal AUV	Notes/06_Life_Sciences/Phillips_2026_Coral_Reef_Biodiversity_Hotspots_AUV.md	06	06	single_module	none	updated_source_limited	yes	no	standard	source_limited_note_refresh;source_limited_wording_confirmation	40
ASD-0731	Self-Driving Datasets: From 20 Million Papers to Nuanced Biomedical Knowledge at Scale	Notes/06_Life_Sciences/Jones_2026_Self_Driving_Datasets.md	06	03;06;07	multi_module	none	updated	no	yes	standard	multi_module_note_wording_check	40
ASD-0741	Spatial transcriptomics AI agent charts hPSC-pancreas maturation in vivo	Notes/06_Life_Sciences/Lin_2025_Spatial_Transcriptomics_Pancreas_Maturation.md	06	06	single_module	none	updated_source_limited	yes	yes	standard	source_limited_note_refresh;source_limited_wording_confirmation	40
ASD-0742	Talk2Biomodels: AI agent-based open-source LLM initiative for kinetic biological models	Notes/06_Life_Sciences/Wehling_2025_Talk2Biomodels.md	06	06;07	multi_module	none	updated	no	yes	standard	multi_module_note_wording_check	40
ASD-0743	STAT: A multi-agent framework for integrated and interactive spatial transcriptomics analysis	Notes/06_Life_Sciences/Chen_2026_STAT_Spatial_Transcriptomics.md	06	06;07	multi_module	none	updated	no	yes	standard	multi_module_note_wording_check	40
